return,risk,sharpe,cost,VTI_weight,VXUS_weight,BND_weight,VOO_weight,VBR_weight,VTV_weight,MTUM_weight
0.07737647090949426,0.10026984994923735,0.771682324733376,0.00042365091761060363,0.1524729593457069,0.02450505619734124,0.4649905167819617,0.21615232602833262,0.011344113520793531,0.0430279854797158,0.0875070426461484
0.09554162542245162,0.123997250071975,0.7705140667796574,0.000672852931654359,0.16797132992289696,0.014021080022139226,0.3355719605684399,0.13925973762128926,0.013622195831832905,0.030608012661192816,0.29894568337220906
0.11139229075752573,0.1459330932575858,0.7633106944489125,0.0006696370373676574,0.3364518099785826,0.012963340300853316,0.1979628124936621,0.09010115333619426,0.003453197618505075,0.06164618302429927,0.29742150324790345
0.10272631856707025,0.13507876122224036,0.7604920095325588,0.0006413689178566032,0.30940635642160486,0.014927014009821687,0.26242726349572565,0.06825173079231571,0.02585348017203749,0.052640241769394705,0.2664939133391
0.11344782203693458,0.1495110143342378,0.758792404306197,0.0006044123408254826,0.18902753526258712,0.028056943370538854,0.17497205296169366,0.3209713540546709,0.05215688860284328,0.008592238964608529,0.22622298678305744
0.10365231261941263,0.13731480776609234,0.754851674817025,0.0006185708498712451,0.16120501963438186,0.03944885422192401,0.234601303584774,0.20780123248129256,0.026546134214852996,0.09482190230799566,0.23557555355477897
0.11503596674668479,0.15248124474544983,0.7544269915865673,0.0004976665465882544,0.28048235115394765,0.037047556818748155,0.13782974046226842,0.2885781067685742,0.012894662103694159,0.10373767292003949,0.1394299097727279
0.11915525704566046,0.1583162017717365,0.7526409534348286,0.0007067930776916975,0.2564301842494256,0.00013714303626111244,0.11705392395624928,0.12521790427919044,0.039813712322482805,0.14800347549042636,0.31334365666596437
0.10470926069237504,0.1393597810403289,0.7513592509310384,0.0006047922004513923,0.19810357594915867,0.012876898977776557,0.2077284050440477,0.09566429181055747,0.011063073761324748,0.24932753999346366,0.22523621446367117
0.10178482630368582,0.13564706633030568,0.7503651133584854,0.000343574835356108,0.31666852496453585,0.015416699749373576,0.23913353620079808,0.25882672257404643,0.038798323594561916,0.12318055043771552,0.007975642478968552
0.10582214116584311,0.14128924868084156,0.7489751849759274,0.0006942934621118201,0.12012554382836628,0.026963895878365663,0.23044055253449056,0.22899580516247792,0.09035253130478017,0.014890103919328783,0.28823156737219063
0.10577123297879067,0.14127413277509815,0.7486949726824623,0.0005714275890810491,0.20283779013792994,0.028289579726962038,0.20166551085003373,0.17300064487169925,0.03254311325327701,0.16991047409378535,0.19175288706631255
0.10567718506004424,0.14129711850102794,0.7479075736372885,0.0005207489284938335,0.045557037082296824,0.021214290688275895,0.18325950425340476,0.28074970283763384,0.009272122406306387,0.312165861838635,0.14778148089344748
0.10023568397999195,0.13406125864367321,0.7476856848436161,0.0006330098487440782,0.1404434986121148,0.04258443713475102,0.2573905790860798,0.1869761442965125,0.05426346843279345,0.07976323673476163,0.23857863570298687
0.10023243660827254,0.13418270648330977,0.7469847585816872,0.0005913185737177208,0.11860019813970055,0.0537207527631823,0.24277154010621524,0.21174561283637186,0.025691294417200274,0.14310087930838913,0.20436972242894066
0.1050135218778633,0.14071021544193296,0.7463105755900099,0.0005377652472484283,0.18968505142091377,0.02661913460222035,0.2028855636754918,0.19715699739558293,0.04087068646948635,0.1823361462762003,0.1604464201601046
0.12254144446116372,0.16422357176954389,0.7461866962260875,0.0007731933061946854,0.011085706670723724,0.01884168182823255,0.07791873011323974,0.30448792177128636,0.061679750464386694,0.17290792518629036,0.35307828396584057
0.11127217079201018,0.14915977405114655,0.745993157336476,0.0005717312058286853,0.21265082433437782,0.04730686963668951,0.1482506944532287,0.20448855059374188,0.00824662771327217,0.18668901184884293,0.19236742141984692
0.11401174554892606,0.15285540643371692,0.7458797055919986,0.0005823850613382194,0.11979194673135171,0.02393555670529369,0.12149388992754492,0.24737974449944072,0.018346287694813227,0.27035524159244567,0.19869733284911004
0.12663151032162726,0.16979747349084606,0.7457797087213672,0.0005388809524566878,0.2884778624653728,0.029394169946697104,0.03374001543262221,0.29742369826717663,0.028920618132345526,0.15536120516533833,0.16668243059044735
0.11360542877858942,0.15241116550658987,0.7453878356023557,0.0005819676648348958,0.2113202310472226,0.035564121627570604,0.14293919374566727,0.25133325532898254,0.055902199269984645,0.10740732936437584,0.19553366961619661
0.10384461136546078,0.139792993181428,0.7428456105141679,0.0006012815856164461,0.024153204181104962,0.04629180700323173,0.19855891533199924,0.256425876339932,0.02512868633088597,0.2423785679023784,0.20706294291046765
0.11091605166583558,0.14932930364540473,0.7427614604646874,0.0005467627126041229,0.08653276632124285,0.005386482206182222,0.15793461830622058,0.316125330363129,0.09353523277721122,0.18308059765495607,0.15740497237105816
0.10610686211712347,0.14319212551484975,0.7410104552580278,0.0005059529935262897,0.1927428605220917,0.009330753925386084,0.19780189197029605,0.235455279189111,0.09262330314956321,0.14662156617813832,0.12542434506541353
0.09456371253422358,0.12764667990288717,0.7408239102354021,0.0006553128818706539,0.1598464108867469,0.08784739617819014,0.2905722477547955,0.1250866492743729,0.006066620301352817,0.07177230495146682,0.25880837065307494
0.11185555955125853,0.1510939059990571,0.740304903838786,0.0005756158778171443,0.37752269487473095,0.03314845403412599,0.16835797391918644,0.14188685706526663,0.08915301833249614,0.0011108302350339057,0.18882017153915998
0.1042000608311383,0.1410227441847192,0.7388883363002172,0.0006902363739346117,0.18894418033026594,0.03200220599776993,0.22175536450932992,0.10516604935976465,0.08378025293861807,0.08918085988822318,0.27917108697602844
0.12189073631445144,0.1652427340591545,0.7376465719262205,0.000758883316296016,0.16097470314303708,0.10113319950593139,0.0790595381415572,0.2939158312800132,0.020620723679092855,0.0027031437076687056,0.3415928605426995
0.10934552557264043,0.14825543449149958,0.7375481778977209,0.0006477943954588346,0.19671280269084598,0.05817326196202256,0.16695274930642684,0.17382941426797507,0.052583625846517636,0.1078237588873053,0.2439243870389066
0.12050168889452532,0.16343981202821992,0.7372847986004732,0.0007433321060873014,0.24561749692741672,0.06426703996861494,0.09114291807385512,0.17841701004564842,0.05160869660830173,0.041594904177146313,0.3273519341990167
0.11984139289158974,0.1626983279340054,0.7365865059178756,0.0008415325175886043,0.18517971684825207,0.041192318150104046,0.09828967043105681,0.09864248295611992,0.054613622495594934,0.11208044146574714,0.4100017476531251
0.1003837733489604,0.13630369158516661,0.736471420410779,0.0007657449964883275,0.0257619493324378,0.057265070944214735,0.2506885262454761,0.17541228770140332,0.07435786176395834,0.07883758309995766,0.3376767209125521
0.10145410371208466,0.13784797461764145,0.7359854505914576,0.0005378109537506795,0.20957639071386108,0.02510362693003649,0.22169244912364156,0.13169193804509122,0.0680694884919685,0.19281601859327607,0.1510500881021249
0.09190450375121756,0.12491379163034899,0.7357434479547772,0.0005811129290893302,0.27041487271345044,0.07850002917514089,0.30214897421919396,0.040898991172597224,0.016248335860495088,0.09721179377806463,0.19457700308105777
0.11131617883771479,0.15134307408815456,0.7355221209057453,0.0006530777655618593,0.2672183854893952,0.0640843842529835,0.15385222819609498,0.14272511059558904,0.05535676815873555,0.0680131303377004,0.24874999296950137
0.1023591668966325,0.13917755064051057,0.7354574529122279,0.0005948003225122497,0.17687638452914017,0.02265187499491585,0.22794045304031227,0.1618774457140343,0.10822116754700098,0.10951645774002988,0.19291621643456663
0.12636536797282746,0.17184446184202837,0.7353473403698717,0.0007476333919275715,0.05746131509595374,0.03721672363818762,0.02980559556420679,0.3089113250931623,0.08203221826301396,0.16504870149770917,0.31952412084776655
0.12372158597521361,0.16834796489873546,0.7349158396398467,0.0007512975044062503,0.09573524912423655,0.06808410284832347,0.045797349530459074,0.2720467593607245,0.04091470131447006,0.15018929331364603,0.32723254450814027
0.12441424044488775,0.16930538157751693,0.7348510678493958,0.0008176690736440755,0.154865725255997,0.03765321045203212,0.0692035418016981,0.22065118314126803,0.10850931099830197,0.028851244506274198,0.38026578384442866
0.09957873988183498,0.1356160842509658,0.7342693931315586,0.00038447934232514264,0.18696706594528292,0.00021186776550872116,0.24878497876780944,0.2966826368912785,0.12176213476070726,0.12638167066239916,0.019209645207013726
0.10783340945092908,0.1469040016917981,0.7340399731054406,0.0006369522974351132,0.08986473636382138,0.08814343583630978,0.15395982088611795,0.2228868635177421,0.002132890989227332,0.20979357834839935,0.23321867405838204
0.09232541086411647,0.1258879884459272,0.7333933284967303,0.00041673884903747655,0.25384346481853887,0.05184226483268727,0.30546749837036014,0.21609933637460796,0.08148989828735079,0.04191187362753162,0.049345663688923395
0.11470800608468595,0.15651422132420875,0.7328919066534918,0.0004071564606540607,0.3460348728289767,0.064684655107148,0.12280176608651655,0.3365007296262185,0.07547191386037123,0.013012219928972639,0.04149384256179639
0.10861233550422292,0.1482530522175464,0.73261449851869,0.0005740796397941797,0.06849271791489822,0.039788339469720636,0.15302493760924482,0.26856840620245953,0.06987860948342094,0.22734866088307648,0.17289832843717945
0.09979705831782025,0.13630261089741588,0.7321727563452878,0.0006201280805598825,0.07608251173292531,0.06925291361663415,0.24405076710879978,0.2633032627727551,0.09554122458902538,0.04355705358019434,0.20821226659966602
0.10148994339293965,0.13867335382041887,0.7318633363722384,0.0005218844312460739,0.19657333974736177,0.044687537782981075,0.21197117197216736,0.16047751188197926,0.05833702542134625,0.19351771806241305,0.13443569513175135
0.12481487146066096,0.1707291553725957,0.7310694602118052,0.00043728996720665385,0.2615521766082912,0.017203170423618897,0.014115233492688456,0.2905568909712338,0.04016528011649833,0.3066782827950875,0.0697289655925818
0.12089741803878899,0.16546842330357706,0.7306373967012681,0.0006950142629067284,0.154301055852668,0.023390742018184106,0.05715544715676757,0.15838686193574125,0.07087887849832697,0.25978000249622785,0.27610701204208427
0.09713072389620404,0.13298003083168103,0.7304158623571602,0.000537645992834927,0.07551085821670114,0.08327517501802685,0.24021881430044828,0.2511739795102627,0.03765920858287372,0.1684746525922346,0.14368731177945274
0.1065518183673338,0.14587866991455084,0.7304139695662639,0.0005938278628541693,0.1368541188437012,0.03197217336544608,0.1795864331040885,0.20253131357799123,0.10288045052382795,0.1595670903667949,0.18660842021815016
